composition_id	base_id	candidate_source	candidate_group	candidate_band	is_mirror	mirror_model	assessor_source	assessor_model	path	filename	filename_original	ai_assessment_filename	ai_assessment_path	score_source_file	adequacao_ao_tema	adequacao_a_coletanea	adequacao_ao_tipo_de_texto	adequacao_a_norma_padrao	coesao	coerencia	pontuacao_total	score_sum_check	score_residual
35986_human_low	35986	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/35986.txt		35986 (0507-040).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.5	2.5	2.5	0.0	1.0	2.5	11.0	11.0	0.0
36140_human_low	36140	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/36140.txt		36140 (0492-028).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.5	1.5	2.5	0.0	3.0	2.5	11.0	11.0	0.0
36225_human_low	36225	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/36225.txt		36225 (0490-027).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.5	1.0	2.0	1.0	2.5	3.0	11.0	11.0	0.0
36278_human_low	36278	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/36278.txt		36278 (0511-015).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	1.5	2.0	2.0	1.5	2.0	11.0	11.0	0.0
36295_human_low	36295	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/36295.txt		36295 (0514-028).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.5	1.5	2.5	2.0	1.5	2.0	11.0	11.0	0.0
36341_human_low	36341	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/36341.txt		36341 (0506-008).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	3.0	2.0	3.0	1.0	11.0	11.0	0.0
36856_human_low	36856	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/36856.txt		36856 (0475-009).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	1.0	1.0	1.0	3.0	3.0	11.0	11.0	0.0
37094_human_low	37094	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/37094.txt		37094 (0422-003).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.5	1.5	2.5	0.0	3.0	2.5	11.0	11.0	0.0
37260_human_low	37260	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/37260.txt		37260 (0409-001).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	1.5	3.0	0.0	2.0	2.5	11.0	11.0	0.0
37677_human_low	37677	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/37677.txt		37677 (0402-034).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	2.0	2.0	3.5	1.5	11.0	11.0	0.0
37694_human_low	37694	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/37694.txt		37694 (0405-007).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	1.5	2.0	1.0	2.5	2.0	11.0	11.0	0.0
37734_human_low	37734	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/37734.txt		37734 (0436-029).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	1.5	3.5	3.0	1.0	11.0	11.0	0.0
37949_human_low	37949	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/37949.txt		37949 (0432-032).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	2.5	2.5	0.0	1.5	2.5	11.0	11.0	0.0
37994_human_low	37994	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/37994.txt		37994 (0423-024).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	1.5	1.0	3.5	3.0	11.0	11.0	0.0
38002_human_low	38002	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/38002.txt		38002 (0519-017).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	1.5	2.0	0.5	3.0	2.0	11.0	11.0	0.0
38193_human_low	38193	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/38193.txt		38193 (0404-005).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.5	2.5	3.0	0.0	1.0	2.0	11.0	11.0	0.0
38226_human_low	38226	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/38226.txt		38226 (0481-013).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.5	1.5	2.0	2.0	2.0	2.0	11.0	11.0	0.0
38469_human_low	38469	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/38469.txt		38469 (0427-017).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	1.5	3.0	3.0	1.5	11.0	11.0	0.0
38495_human_low	38495	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/38495.txt		38495 (0520-035).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	1.5	3.0	2.5	2.0	11.0	11.0	0.0
38891_human_low	38891	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/38891.txt		38891 (0425-015).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	2.0	2.0	0.5	2.0	2.5	11.0	11.0	0.0
39349_human_low	39349	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/39349.txt		39349 (0470-012).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.5	1.0	2.0	2.0	3.0	1.5	11.0	11.0	0.0
39615_human_low	39615	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/39615.txt		39615 (0461-013).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	2.0	2.0	2.0	1.0	2.0	11.0	11.0	0.0
39701_human_low	39701	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/39701.txt		39701 (0411-018).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	2.5	2.0	3.0	1.5	11.0	11.0	0.0
40126_human_low	40126	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/40126.txt		40126 (0401-010).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	3.0	3.0	0.0	1.0	2.0	11.0	11.0	0.0
40461_human_low	40461	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/40461.txt		40461 (0489-001).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	2.5	3.0	0.0	1.0	2.5	11.0	11.0	0.0
40898_human_low	40898	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/40898.txt		40898 (0524-020).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	2.0	2.5	0.0	2.0	2.5	11.0	11.0	0.0
45078_human_low	45078	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/45078.txt		45078 (0504-003).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	2.0	3.5	2.0	1.5	11.0	11.0	0.0
45241_human_low	45241	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/45241.txt		45241 (0498-030).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.5	1.5	1.5	2.0	3.0	1.5	11.0	11.0	0.0
45519_human_low	45519	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/45519.txt		45519 (0497-032).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.5	2.0	2.5	0.0	1.5	2.5	11.0	11.0	0.0
45531_human_low	45531	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/45531.txt		45531 (0448-021).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	1.5	2.5	1.0	2.0	2.0	11.0	11.0	0.0
45667_human_low	45667	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/45667.txt		45667 (0506-019).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.5	1.5	3.0	1.0	2.0	2.0	11.0	11.0	0.0
45996_human_low	45996	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/45996.txt		45996 (0422-015).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	1.0	4.0	3.0	1.0	11.0	11.0	0.0
46108_human_low	46108	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/46108.txt		46108 (0504-008).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	2.5	3.5	1.5	1.5	11.0	11.0	0.0
46276_human_low	46276	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/46276.txt		46276 (0502-034).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	1.5	2.5	0.0	0.0	4.0	11.0	11.0	0.0
46290_human_low	46290	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/46290.txt		46290 (0414-035).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	2.0	1.0	2.0	2.0	2.0	11.0	11.0	0.0
46687_human_low	46687	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/46687.txt		46687 (0431-018).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	3.0	1.0	4.0	1.0	11.0	11.0	0.0
47123_human_low	47123	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/47123.txt		47123 (0479-016).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	2.0	3.0	3.0	1.0	11.0	11.0	0.0
32610_human_low	32610	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/32610.txt		32610 (0463-002).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	2.0	2.5	3.5	1.5	11.5	11.5	0.0
32749_human_low	32749	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/32749.txt		32749 (0411-016).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	2.5	1.5	3.5	2.0	11.5	11.5	0.0
33862_human_low	33862	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/33862.txt		33862 (0498-020).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	1.5	4.0	3.0	1.0	11.5	11.5	0.0
34251_human_low	34251	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/34251.txt		34251 (0511-012).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	2.0	2.5	1.0	2.0	2.0	11.5	11.5	0.0
34613_human_low	34613	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/34613.txt		34613 (0472-031).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.5	1.5	2.0	1.0	3.0	2.5	11.5	11.5	0.0
34971_human_low	34971	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/34971.txt		34971 (0492-012).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.5	1.5	2.5	1.5	2.5	2.0	11.5	11.5	0.0
35072_human_low	35072	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/35072.txt		35072 (0496-007).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	2.0	3.0	3.0	1.5	11.5	11.5	0.0
35136_human_low	35136	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/35136.txt		35136 (0505-029).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	2.5	2.5	0.5	1.5	2.5	11.5	11.5	0.0
35163_human_low	35163	human	human_low	low	False		human		corpus/01_composicoes/menores_notas/35163.txt		35163 (0471-035).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	1.0	1.0	1.5	4.0	2.5	1.5	11.5	11.5	0.0
32757_human_high	32757	human	human_high	high	False		gpt_ai	gpt-5.6-sol		32757.txt		32757_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/32757_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/32757_avaliacao_gpt-5.6-sol.md	2.5	2.5	3.5	3.0	3.5	4.0	19.0	19.0	0.0
32875_human_high	32875	human	human_high	high	False		gpt_ai	gpt-5.6-sol		32875.txt		32875_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/32875_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/32875_avaliacao_gpt-5.6-sol.md	3.0	3.0	5.0	2.0	4.0	5.0	22.0	22.0	0.0
33083_human_high	33083	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33083.txt		33083_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33083_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33083_avaliacao_gpt-5.6-sol.md	2.5	2.5	3.5	4.5	3.5	3.5	20.0	20.0	0.0
33228_human_high	33228	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33228.txt		33228_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33228_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33228_avaliacao_gpt-5.6-sol.md	3.0	3.0	4.0	0.0	4.0	4.0	18.0	18.0	0.0
33383_human_high	33383	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33383.txt		33383_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33383_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33383_avaliacao_gpt-5.6-sol.md	3.0	3.0	4.0	2.0	3.5	4.0	19.5	19.5	0.0
33669_human_high	33669	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33669.txt		33669_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33669_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33669_avaliacao_gpt-5.6-sol.md	3.0	2.5	4.0	3.0	4.0	4.0	20.5	20.5	0.0
33849_human_high	33849	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33849.txt		33849_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33849_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33849_avaliacao_gpt-5.6-sol.md	3.5	3.5	4.0	2.0	4.0	4.0	21.0	21.0	0.0
33879_human_high	33879	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33879.txt		33879_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33879_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33879_avaliacao_gpt-5.6-sol.md	3.5	4.0	4.0	2.0	3.0	4.0	20.5	20.5	0.0
33890_human_high	33890	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33890.txt		33890_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33890_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33890_avaliacao_gpt-5.6-sol.md	3.0	3.0	4.0	4.0	5.0	4.0	23.0	23.0	0.0
33895_human_high	33895	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33895.txt		33895_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33895_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33895_avaliacao_gpt-5.6-sol.md	4.0	4.0	4.5	1.0	4.0	4.0	21.5	21.5	0.0
33914_human_high	33914	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33914.txt		33914_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33914_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33914_avaliacao_gpt-5.6-sol.md	3.0	2.5	4.0	3.0	3.0	4.0	19.5	19.5	0.0
33927_human_high	33927	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33927.txt		33927_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33927_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33927_avaliacao_gpt-5.6-sol.md	3.0	4.0	4.0	4.0	4.0	4.0	23.0	23.0	0.0
33975_human_high	33975	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33975.txt		33975_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33975_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33975_avaliacao_gpt-5.6-sol.md	3.0	2.0	4.0	2.0	4.0	4.0	19.0	19.0	0.0
33978_human_high	33978	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33978.txt		33978_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33978_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33978_avaliacao_gpt-5.6-sol.md	3.0	3.0	4.0	2.0	3.0	3.0	18.0	18.0	0.0
33991_human_high	33991	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33991.txt		33991_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33991_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33991_avaliacao_gpt-5.6-sol.md	3.5	3.0	3.5	3.0	4.5	4.0	21.5	21.5	0.0
33999_human_high	33999	human	human_high	high	False		gpt_ai	gpt-5.6-sol		33999.txt		33999_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33999_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/33999_avaliacao_gpt-5.6-sol.md	4.0	3.5	4.5	4.5	4.5	4.0	25.0	25.0	0.0
34032_human_high	34032	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34032.txt		34032_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34032_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34032_avaliacao_gpt-5.6-sol.md	3.0	3.0	4.0	4.0	4.0	3.0	21.0	21.0	0.0
34050_human_high	34050	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34050.txt		34050_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34050_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34050_avaliacao_gpt-5.6-sol.md	4.5	4.0	4.0	4.0	4.0	4.0	24.5	24.5	0.0
34084_human_high	34084	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34084.txt		34084_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34084_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34084_avaliacao_gpt-5.6-sol.md	4.0	4.5	4.0	4.0	4.0	4.0	24.5	24.5	0.0
34086_human_high	34086	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34086.txt		34086_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34086_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34086_avaliacao_gpt-5.6-sol.md	3.0	4.0	4.5	3.0	4.0	4.0	22.5	22.5	0.0
34096_human_high	34096	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34096.txt		34096_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34096_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34096_avaliacao_gpt-5.6-sol.md	3.0	3.0	4.0	3.0	3.0	4.0	20.0	20.0	0.0
34116_human_high	34116	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34116.txt		34116_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34116_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34116_avaliacao_gpt-5.6-sol.md	5.0	4.0	5.0	5.0	5.0	5.0	29.0	29.0	0.0
34148_human_high	34148	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34148.txt		34148_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34148_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34148_avaliacao_gpt-5.6-sol.md	4.0	3.5	4.0	2.0	3.0	3.0	19.5	19.5	0.0
34175_human_high	34175	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34175.txt		34175_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34175_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34175_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	5.0	5.0	5.0	28.0	28.0	0.0
34277_human_high	34277	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34277.txt		34277_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34277_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34277_avaliacao_gpt-5.6-sol.md	4.5	4.5	4.5	4.0	3.5	4.0	25.0	25.0	0.0
34281_human_high	34281	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34281.txt		34281_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34281_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34281_avaliacao_gpt-5.6-sol.md	3.0	4.0	4.0	3.0	4.0	3.5	21.5	21.5	0.0
34306_human_high	34306	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34306.txt		34306_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34306_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34306_avaliacao_gpt-5.6-sol.md	4.0	3.0	4.0	0.0	3.0	4.0	18.0	18.0	0.0
34353_human_high	34353	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34353.txt		34353_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34353_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34353_avaliacao_gpt-5.6-sol.md	3.0	2.5	3.0	0.0	2.0	2.0	12.5	12.5	0.0
34381_human_high	34381	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34381.txt		34381_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34381_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34381_avaliacao_gpt-5.6-sol.md	3.5	3.0	4.0	3.0	3.0	3.0	19.5	19.5	0.0
34419_human_high	34419	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34419.txt		34419_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34419_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34419_avaliacao_gpt-5.6-sol.md	3.5	3.5	4.5	3.0	4.0	4.0	22.5	22.5	0.0
34461_human_high	34461	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34461.txt		34461_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34461_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34461_avaliacao_gpt-5.6-sol.md	3.5	3.5	4.0	0.0	2.0	2.0	15.0	15.0	0.0
34511_human_high	34511	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34511.txt		34511_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34511_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34511_avaliacao_gpt-5.6-sol.md	4.0	5.0	4.0	2.0	3.0	4.0	22.0	22.0	0.0
34641_human_high	34641	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34641.txt		34641_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34641_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34641_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	3.0	4.0	5.0	25.0	25.0	0.0
34648_human_high	34648	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34648.txt		34648_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34648_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34648_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	4.0	4.0	4.0	25.0	25.0	0.0
34652_human_high	34652	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34652.txt		34652_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34652_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34652_avaliacao_gpt-5.6-sol.md	4.5	4.0	4.5	3.0	3.5	4.0	23.5	23.5	0.0
34675_human_high	34675	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34675.txt		34675_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34675_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34675_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	5.0	5.0	5.0	28.0	28.0	0.0
34698_human_high	34698	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34698.txt		34698_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34698_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34698_avaliacao_gpt-5.6-sol.md	4.5	4.5	5.0	4.0	5.0	5.0	28.0	28.0	0.0
34717_human_high	34717	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34717.txt		34717_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34717_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34717_avaliacao_gpt-5.6-sol.md	4.5	4.5	5.0	4.0	5.0	5.0	28.0	28.0	0.0
34726_human_high	34726	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34726.txt		34726_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34726_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34726_avaliacao_gpt-5.6-sol.md	4.0	3.0	4.0	5.0	5.0	5.0	26.0	26.0	0.0
34754_human_high	34754	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34754.txt		34754_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34754_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34754_avaliacao_gpt-5.6-sol.md	4.5	4.5	4.0	4.0	5.0	5.0	27.0	27.0	0.0
34802_human_high	34802	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34802.txt		34802_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34802_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34802_avaliacao_gpt-5.6-sol.md	3.0	3.0	4.0	4.0	4.0	5.0	23.0	23.0	0.0
34811_human_high	34811	human	human_high	high	False		gpt_ai	gpt-5.6-sol		34811.txt		34811_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34811_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/34811_avaliacao_gpt-5.6-sol.md	4.0	4.0	4.0	5.0	5.0	4.0	26.0	26.0	0.0
