composition_id	base_id	candidate_band	candidate_group	adequacao_a_coletanea_gpt_ai	adequacao_a_coletanea_humano	adequacao_a_norma_padrao_gpt_ai	adequacao_a_norma_padrao_humano	adequacao_ao_tema_gpt_ai	adequacao_ao_tema_humano	adequacao_ao_tipo_de_texto_gpt_ai	adequacao_ao_tipo_de_texto_humano	coerencia_gpt_ai	coerencia_humano	coesao_gpt_ai	coesao_humano	pontuacao_total_gpt_ai	pontuacao_total_humano	total_diff_ai_minus_humano	total_abs_diff
35763_humano_maiores_notas	35763	maiores_notas	humano_maiores_notas	3.0	2.5	1.0	5.0	3.0	4.0	4.0	4.0	3.5	2.0	4.0	4.0	18.5	21.5	-3.0	3.0
35789_humano_maiores_notas	35789	maiores_notas	humano_maiores_notas	4.0	4.0	4.0	2.0	4.0	4.0	5.0	4.5	5.0	4.0	4.0	4.0	26.0	22.5	3.5	3.5
35819_humano_maiores_notas	35819	maiores_notas	humano_maiores_notas	4.5	3.5	3.0	4.5	3.5	3.0	5.0	3.5	4.0	4.0	4.5	5.0	24.5	23.5	1.0	1.0
35820_humano_menores_notas	35820	menores_notas	humano_menores_notas	2.0	1.0	3.0	4.5	3.0	1.0	3.0	1.5	3.0	1.0	3.0	1.5	17.0	10.5	6.5	6.5
35852_humano_menores_notas	35852	menores_notas	humano_menores_notas	2.0	1.5	0.0	2.5	3.0	1.5	3.0	1.5	2.0	2.0	2.0	1.0	12.0	10.0	2.0	2.0
35865_humano_maiores_notas	35865	maiores_notas	humano_maiores_notas	3.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	2.0	22.0	21.0	1.0	1.0
35867_humano_maiores_notas	35867	maiores_notas	humano_maiores_notas	3.0	3.0	4.0	4.0	3.0	3.0	4.0	2.5	3.0	3.5	3.0	4.0	20.0	20.0	0.0	0.0
35892_humano_maiores_notas	35892	maiores_notas	humano_maiores_notas	4.0	4.0	4.0	4.0	4.5	4.0	5.0	3.5	4.0	4.0	5.0	2.0	26.5	21.5	5.0	5.0
35906_humano_menores_notas	35906	menores_notas	humano_menores_notas	3.0	1.0	1.0	2.5	4.0	1.0	4.0	1.0	4.0	1.0	3.0	2.0	19.0	8.5	10.5	10.5
35911_humano_menores_notas	35911	menores_notas	humano_menores_notas	3.0	1.0	0.0	2.0	4.0	1.0	2.5	1.0	4.0	1.0	3.0	3.0	16.5	9.0	7.5	7.5
35928_humano_maiores_notas	35928	maiores_notas	humano_maiores_notas	3.5	4.0	2.0	3.0	3.0	4.0	4.0	3.5	3.0	3.5	3.0	2.5	18.5	20.5	-2.0	2.0
35934_humano_maiores_notas	35934	maiores_notas	humano_maiores_notas	3.5	3.0	3.0	4.5	4.0	3.0	4.0	4.0	4.0	4.0	4.0	3.0	22.5	21.5	1.0	1.0
35937_humano_menores_notas	35937	menores_notas	humano_menores_notas	3.0	2.0	1.0	1.0	4.0	2.0	4.0	2.0	3.0	2.5	3.0	1.0	18.0	10.5	7.5	7.5
35979_humano_menores_notas	35979	menores_notas	humano_menores_notas	2.0	1.5	0.0	1.0	3.0	2.0	3.0	2.0	2.0	2.5	3.0	2.0	13.0	11.0	2.0	2.0
35986_humano_menores_notas	35986	menores_notas	humano_menores_notas	3.5	2.5	1.0	0.0	3.5	2.5	4.0	2.5	3.5	2.5	3.5	1.0	19.0	11.0	8.0	8.0
35994_humano_maiores_notas	35994	maiores_notas	humano_maiores_notas	4.5	4.5	3.0	4.5	4.0	4.5	5.0	4.5	5.0	4.5	5.0	5.0	26.5	27.5	-1.0	1.0
36000_humano_menores_notas	36000	menores_notas	humano_menores_notas	2.0	1.5	0.0	0.0	3.0	1.5	3.0	2.0	2.0	2.0	2.0	0.5	12.0	7.5	4.5	4.5
36006_humano_maiores_notas	36006	maiores_notas	humano_maiores_notas	4.0	1.5	0.0	4.5	4.5	3.5	4.5	4.0	4.0	3.0	4.0	4.0	21.0	20.5	0.5	0.5
36030_humano_maiores_notas	36030	maiores_notas	humano_maiores_notas	4.0	4.0	1.0	5.0	4.0	4.0	5.0	4.0	5.0	4.0	3.0	3.5	22.0	24.5	-2.5	2.5
36064_humano_maiores_notas	36064	maiores_notas	humano_maiores_notas	4.0	4.0	0.0	3.5	4.0	3.5	4.0	3.5	3.0	4.0	2.5	2.0	17.5	20.5	-3.0	3.0
36068_humano_maiores_notas	36068	maiores_notas	humano_maiores_notas	4.0	3.0	3.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	3.0	23.0	21.0	2.0	2.0
36074_humano_maiores_notas	36074	maiores_notas	humano_maiores_notas	5.0	3.5	4.0	3.5	5.0	3.5	5.0	4.0	5.0	4.0	4.0	4.5	28.0	23.0	5.0	5.0
36079_humano_menores_notas	36079	menores_notas	humano_menores_notas	2.0	1.5	1.0	0.0	3.0	1.5	4.0	3.5	3.0	2.0	3.0	2.0	16.0	10.5	5.5	5.5
36085_humano_menores_notas	36085	menores_notas	humano_menores_notas	4.0	1.5	0.0	0.0	4.0	1.5	4.0	3.0	4.0	1.5	4.0	3.0	20.0	10.5	9.5	9.5
36090_humano_maiores_notas	36090	maiores_notas	humano_maiores_notas	4.0	3.0	4.0	4.5	4.0	3.0	5.0	4.0	5.0	4.0	5.0	4.0	27.0	22.5	4.5	4.5
36095_humano_menores_notas	36095	menores_notas	humano_menores_notas	2.0	1.0	1.0	1.0	3.0	1.0	4.0	2.0	3.0	1.0	2.0	3.0	15.0	9.0	6.0	6.0
36137_humano_menores_notas	36137	menores_notas	humano_menores_notas	3.0	1.5	3.0	0.0	3.0	2.0	4.0	2.0	4.0	2.5	3.0	1.5	20.0	9.5	10.5	10.5
36140_humano_menores_notas	36140	menores_notas	humano_menores_notas	2.0	1.5	2.0	0.0	3.0	1.5	3.0	2.5	2.0	2.5	3.0	3.0	15.0	11.0	4.0	4.0
36163_humano_maiores_notas	36163	maiores_notas	humano_maiores_notas	4.0	4.0	4.0	4.0	3.5	4.0	5.0	4.0	4.0	4.0	4.0	3.0	24.5	23.0	1.5	1.5
36172_humano_menores_notas	36172	menores_notas	humano_menores_notas	2.5	1.0	0.0	1.5	3.0	1.0	3.5	2.0	4.0	2.0	2.5	1.0	15.5	8.5	7.0	7.0
36181_humano_menores_notas	36181	menores_notas	humano_menores_notas	3.5	2.0	0.0	0.0	3.5	2.0	3.0	1.0	3.5	2.0	2.0	1.0	15.5	8.0	7.5	7.5
36188_humano_menores_notas	36188	menores_notas	humano_menores_notas	2.0	1.0	1.0	1.0	3.0	1.0	3.0	2.0	3.0	1.5	3.0	2.0	15.0	8.5	6.5	6.5
36214_humano_maiores_notas	36214	maiores_notas	humano_maiores_notas	4.0	2.5	3.0	4.0	3.5	4.0	4.0	2.5	4.0	4.5	3.0	2.5	21.5	20.0	1.5	1.5
36225_humano_menores_notas	36225	menores_notas	humano_menores_notas	2.0	1.0	0.0	1.0	3.0	1.5	3.0	2.0	3.0	3.0	3.0	2.5	14.0	11.0	3.0	3.0
36237_humano_maiores_notas	36237	maiores_notas	humano_maiores_notas	4.0	5.0	3.0	5.0	4.0	4.5	4.0	5.0	3.0	5.0	4.0	5.0	22.0	29.5	-7.5	7.5
36238_humano_menores_notas	36238	menores_notas	humano_menores_notas	3.0	1.0	2.0	0.0	3.5	1.0	4.0	1.5	3.0	1.5	3.0	3.0	18.5	8.0	10.5	10.5
36245_humano_maiores_notas	36245	maiores_notas	humano_maiores_notas	2.0	3.0	1.0	3.5	3.0	3.0	5.0	3.5	4.0	3.0	4.0	3.5	19.0	19.5	-0.5	0.5
36248_humano_menores_notas	36248	menores_notas	humano_menores_notas	2.0	1.0	0.0	0.0	3.0	1.0	3.5	2.0	3.0	2.0	3.0	2.5	14.5	8.5	6.0	6.0
36260_humano_maiores_notas	36260	maiores_notas	humano_maiores_notas	4.0	3.0	2.0	3.0	4.0	3.0	4.0	4.0	5.0	3.5	4.0	3.5	23.0	20.0	3.0	3.0
36261_humano_maiores_notas	36261	maiores_notas	humano_maiores_notas	4.0	3.0	4.0	4.0	3.5	3.0	5.0	3.0	4.0	3.0	4.0	4.0	24.5	20.0	4.5	4.5
36278_humano_menores_notas	36278	menores_notas	humano_menores_notas	3.0	1.5	2.0	2.0	4.0	2.0	4.0	2.0	5.0	2.0	3.0	1.5	21.0	11.0	10.0	10.0
36280_humano_maiores_notas	36280	maiores_notas	humano_maiores_notas	4.0	4.0	3.0	4.0	4.5	5.0	5.0	5.0	4.0	3.0	4.0	5.0	24.5	26.0	-1.5	1.5
36295_humano_menores_notas	36295	menores_notas	humano_menores_notas	4.5	1.5	4.0	2.0	5.0	1.5	5.0	2.5	5.0	2.0	5.0	1.5	28.5	11.0	17.5	17.5
36307_humano_menores_notas	36307	menores_notas	humano_menores_notas	2.0	1.0	1.0	2.5	3.0	1.0	3.0	2.0	3.0	1.0	3.0	3.0	15.0	10.5	4.5	4.5
36330_humano_maiores_notas	36330	maiores_notas	humano_maiores_notas	3.0	3.5	3.0	4.5	4.0	3.5	5.0	3.0	4.0	3.5	4.0	3.5	23.0	21.5	1.5	1.5
36341_humano_menores_notas	36341	menores_notas	humano_menores_notas	2.5	1.0	3.0	2.0	3.0	1.0	4.0	3.0	4.0	1.0	4.0	3.0	20.5	11.0	9.5	9.5
36349_humano_maiores_notas	36349	maiores_notas	humano_maiores_notas	4.0	3.5	3.5	5.0	4.5	4.0	5.0	3.5	4.5	4.0	4.0	4.0	25.5	24.0	1.5	1.5
36385_humano_maiores_notas	36385	maiores_notas	humano_maiores_notas	4.0	3.0	3.0	4.0	3.5	3.0	4.0	3.0	4.0	3.0	4.0	3.5	22.5	19.5	3.0	3.0
36403_humano_maiores_notas	36403	maiores_notas	humano_maiores_notas	4.5	4.5	1.0	3.0	4.0	5.0	4.5	4.0	4.0	4.0	3.0	3.0	21.0	23.5	-2.5	2.5
36415_humano_maiores_notas	36415	maiores_notas	humano_maiores_notas	4.5	4.0	4.0	5.0	4.0	4.0	5.0	4.0	4.5	4.0	5.0	4.0	27.0	25.0	2.0	2.0
36430_humano_menores_notas	36430	menores_notas	humano_menores_notas	2.0	1.0	3.0	3.0	3.0	1.0	3.0	1.5	3.0	2.0	3.0	2.0	17.0	10.5	6.5	6.5
36436_humano_maiores_notas	36436	maiores_notas	humano_maiores_notas	4.0	3.5	2.0	3.0	4.0	4.5	4.0	3.5	3.5	4.0	4.0	3.0	21.5	21.5	0.0	0.0
36441_humano_maiores_notas	36441	maiores_notas	humano_maiores_notas	4.5	4.0	4.0	5.0	4.0	4.0	5.0	3.0	5.0	4.0	5.0	4.0	27.5	24.0	3.5	3.5
36442_humano_maiores_notas	36442	maiores_notas	humano_maiores_notas	3.5	3.0	4.0	4.0	4.0	3.5	4.0	2.5	4.0	4.0	3.5	2.5	23.0	19.5	3.5	3.5
36471_humano_maiores_notas	36471	maiores_notas	humano_maiores_notas	4.5	4.0	0.0	4.0	3.5	4.0	4.5	4.0	4.0	4.0	4.0	2.0	20.5	22.0	-1.5	1.5
36494_humano_maiores_notas	36494	maiores_notas	humano_maiores_notas	4.0	3.0	4.0	3.0	4.0	3.0	4.5	4.0	5.0	3.5	4.5	3.5	26.0	20.0	6.0	6.0
36503_humano_maiores_notas	36503	maiores_notas	humano_maiores_notas	4.0	4.0	2.0	3.5	4.0	3.5	4.5	4.0	4.0	4.0	4.0	2.0	22.5	21.0	1.5	1.5
36515_humano_maiores_notas	36515	maiores_notas	humano_maiores_notas	4.5	2.5	5.0	5.0	4.5	3.0	5.0	3.5	5.0	3.5	5.0	4.0	29.0	21.5	7.5	7.5
36522_humano_menores_notas	36522	menores_notas	humano_menores_notas	2.0	1.0	1.5	1.0	3.5	1.0	3.5	2.5	3.5	1.5	3.0	2.0	17.0	9.0	8.0	8.0
36524_humano_menores_notas	36524	menores_notas	humano_menores_notas	1.0	1.0	0.0	0.5	1.5	1.0	2.0	1.0	3.0	1.0	2.0	3.5	9.5	8.0	1.5	1.5
36532_humano_maiores_notas	36532	maiores_notas	humano_maiores_notas	3.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0	5.0	4.0	4.0	4.0	23.0	21.0	2.0	2.0
36547_humano_menores_notas	36547	menores_notas	humano_menores_notas	2.0	2.0	0.0	1.0	3.0	2.0	3.0	2.5	2.0	2.0	2.0	1.0	12.0	10.5	1.5	1.5
36551_humano_maiores_notas	36551	maiores_notas	humano_maiores_notas	4.0	4.0	4.0	3.5	4.0	4.0	4.0	4.0	4.0	3.5	4.0	4.0	24.0	23.0	1.0	1.0
36560_humano_maiores_notas	36560	maiores_notas	humano_maiores_notas	4.5	4.5	5.0	5.0	4.5	4.5	4.5	4.5	4.5	4.5	5.0	5.0	28.0	28.0	0.0	0.0
36566_humano_maiores_notas	36566	maiores_notas	humano_maiores_notas	3.0	1.5	0.0	3.5	3.0	3.5	4.0	4.5	4.0	5.0	3.0	5.0	17.0	23.0	-6.0	6.0
36577_humano_maiores_notas	36577	maiores_notas	humano_maiores_notas	4.0	2.5	3.0	4.5	4.0	2.5	5.0	3.5	5.0	3.0	5.0	3.5	26.0	19.5	6.5	6.5
36578_humano_menores_notas	36578	menores_notas	humano_menores_notas	3.0	2.0	0.0	2.0	4.0	2.0	4.0	2.0	3.0	2.0	2.0	0.0	16.0	10.0	6.0	6.0
36590_humano_menores_notas	36590	menores_notas	humano_menores_notas	2.0	1.5	0.0	2.0	3.0	1.0	4.0	3.0	3.0	2.0	2.0	1.0	14.0	10.5	3.5	3.5
36616_humano_menores_notas	36616	menores_notas	humano_menores_notas	3.0	2.0	0.0	0.0	4.0	2.0	4.0	2.5	2.0	2.0	2.0	0.0	15.0	8.5	6.5	6.5
36626_humano_maiores_notas	36626	maiores_notas	humano_maiores_notas	3.5	3.0	3.0	4.0	3.0	3.5	5.0	3.0	4.0	3.5	4.0	3.0	22.5	20.0	2.5	2.5
36650_humano_maiores_notas	36650	maiores_notas	humano_maiores_notas	3.5	4.0	2.0	4.5	3.0	4.0	4.5	3.5	4.0	4.0	4.0	3.0	21.0	23.0	-2.0	2.0
36691_humano_maiores_notas	36691	maiores_notas	humano_maiores_notas	2.0	3.0	2.0	4.0	3.0	3.0	4.0	3.0	5.0	3.5	4.0	4.0	20.0	20.5	-0.5	0.5
36704_humano_menores_notas	36704	menores_notas	humano_menores_notas	4.0	2.5	2.0	1.5	4.0	2.0	4.0	2.5	4.0	2.0	3.0	0.0	21.0	10.5	10.5	10.5
36707_humano_maiores_notas	36707	maiores_notas	humano_maiores_notas	4.0	3.0	4.0	3.5	4.0	3.0	5.0	3.5	5.0	3.5	5.0	4.0	27.0	20.5	6.5	6.5
36721_humano_menores_notas	36721	menores_notas	humano_menores_notas	3.5	0.5	0.0	2.0	3.0	1.5	4.0	2.5	3.0	2.5	3.0	1.0	16.5	10.0	6.5	6.5
36727_humano_menores_notas	36727	menores_notas	humano_menores_notas	4.0	2.0	1.0	1.0	4.0	2.0	4.5	2.0	4.0	2.0	3.0	0.5	20.5	9.5	11.0	11.0
36742_humano_menores_notas	36742	menores_notas	humano_menores_notas	2.0	1.0	0.0	0.0	3.0	1.0	3.0	2.0	2.0	1.0	2.0	2.0	12.0	7.0	5.0	5.0
36743_humano_maiores_notas	36743	maiores_notas	humano_maiores_notas	3.0	3.0	0.0	4.0	3.0	3.0	4.0	3.5	3.0	3.0	3.0	4.0	16.0	20.5	-4.5	4.5
36769_humano_maiores_notas	36769	maiores_notas	humano_maiores_notas	2.0	2.5	0.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	13.0	19.5	-6.5	6.5
36777_humano_maiores_notas	36777	maiores_notas	humano_maiores_notas	4.0	1.5	2.0	5.0	4.5	3.5	4.0	4.0	3.0	3.0	4.0	3.0	21.5	20.0	1.5	1.5
36782_humano_maiores_notas	36782	maiores_notas	humano_maiores_notas	3.5	3.0	4.0	4.0	4.0	3.0	4.5	3.0	4.5	4.0	5.0	3.5	25.5	20.5	5.0	5.0
36794_humano_maiores_notas	36794	maiores_notas	humano_maiores_notas	4.0	3.5	4.0	4.5	4.0	3.0	4.5	2.5	4.0	3.0	4.0	3.0	24.5	19.5	5.0	5.0
36797_humano_menores_notas	36797	menores_notas	humano_menores_notas	4.0	1.5	0.0	0.0	4.0	1.5	4.0	2.0	3.0	1.5	3.0	3.5	18.0	10.0	8.0	8.0
36822_humano_maiores_notas	36822	maiores_notas	humano_maiores_notas	4.5	4.0	3.0	2.0	4.0	3.5	5.0	4.0	4.0	4.0	4.0	4.0	24.5	21.5	3.0	3.0
36827_humano_menores_notas	36827	menores_notas	humano_menores_notas	3.5	2.5	0.0	1.0	4.0	2.0	4.0	2.5	4.0	2.5	3.0	0.0	18.5	10.5	8.0	8.0
36845_humano_maiores_notas	36845	maiores_notas	humano_maiores_notas	4.0	2.5	4.0	4.5	4.5	2.5	5.0	4.0	5.0	2.5	4.5	4.5	27.0	20.5	6.5	6.5
36856_humano_menores_notas	36856	menores_notas	humano_menores_notas	3.0	1.0	2.0	1.0	4.0	2.0	4.0	1.0	4.0	3.0	3.0	3.0	20.0	11.0	9.0	9.0
36862_humano_maiores_notas	36862	maiores_notas	humano_maiores_notas	4.0	3.0	1.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	3.5	3.0	20.5	20.0	0.5	0.5
36867_humano_menores_notas	36867	menores_notas	humano_menores_notas	2.5	2.5	0.0	0.0	3.0	2.0	4.0	2.5	2.0	2.5	3.0	0.5	14.5	10.0	4.5	4.5
36872_humano_menores_notas	36872	menores_notas	humano_menores_notas	2.5	1.5	0.0	0.5	3.0	1.5	3.0	2.5	2.5	2.0	2.0	2.0	13.0	10.0	3.0	3.0
36923_humano_maiores_notas	36923	maiores_notas	humano_maiores_notas	4.0	4.0	4.5	5.0	3.5	5.0	4.5	4.5	3.5	4.5	4.5	5.0	24.5	28.0	-3.5	3.5
36926_humano_maiores_notas	36926	maiores_notas	humano_maiores_notas	4.0	3.5	1.0	3.5	4.0	3.0	4.0	3.5	3.0	4.0	3.0	4.5	19.0	22.0	-3.0	3.0
36937_humano_maiores_notas	36937	maiores_notas	humano_maiores_notas	4.5	3.0	4.0	2.5	4.5	3.5	5.0	4.0	5.0	4.0	4.0	4.0	27.0	21.0	6.0	6.0
36945_humano_maiores_notas	36945	maiores_notas	humano_maiores_notas	3.5	2.0	2.0	5.0	4.5	3.5	5.0	3.5	4.0	2.5	4.0	4.0	23.0	20.5	2.5	2.5
36966_humano_maiores_notas	36966	maiores_notas	humano_maiores_notas	4.0	2.5	4.0	4.0	4.5	3.0	4.5	3.5	5.0	3.5	4.0	3.0	26.0	19.5	6.5	6.5
36973_humano_menores_notas	36973	menores_notas	humano_menores_notas	2.0	1.5	0.0	1.0	3.0	1.5	3.0	3.0	2.0	1.5	1.0	1.5	11.0	10.0	1.0	1.0
36976_humano_maiores_notas	36976	maiores_notas	humano_maiores_notas	4.0	4.5	1.0	0.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	3.0	22.0	19.5	2.5	2.5
36988_humano_maiores_notas	36988	maiores_notas	humano_maiores_notas	4.0	3.0	4.0	3.5	4.0	3.0	5.0	3.5	5.0	3.0	5.0	4.0	27.0	20.0	7.0	7.0
37010_humano_menores_notas	37010	menores_notas	humano_menores_notas	3.5	1.0	0.0	0.0	4.0	1.0	4.0	2.5	4.0	1.0	3.0	2.0	18.5	7.5	11.0	11.0
37015_humano_maiores_notas	37015	maiores_notas	humano_maiores_notas	4.0	4.0	2.0	4.0	3.0	4.0	5.0	3.0	4.0	3.0	4.0	3.0	22.0	21.0	1.0	1.0
37034_humano_menores_notas	37034	menores_notas	humano_menores_notas	2.0	2.0	0.0	1.0	3.0	2.0	3.0	1.0	3.0	1.0	2.0	2.0	13.0	9.0	4.0	4.0
37043_humano_menores_notas	37043	menores_notas	humano_menores_notas	4.0	1.5	0.0	0.5	4.0	2.0	4.0	2.5	3.0	1.5	3.0	1.5	18.0	9.5	8.5	8.5
37063_humano_menores_notas	37063	menores_notas	humano_menores_notas	3.5	2.0	0.0	0.0	4.0	2.0	4.0	2.0	4.0	2.5	3.5	1.5	19.0	10.0	9.0	9.0
37078_humano_menores_notas	37078	menores_notas	humano_menores_notas	2.0	1.0	0.0	0.0	3.0	1.0	4.0	2.0	3.0	1.0	2.0	3.0	14.0	8.0	6.0	6.0
37094_humano_menores_notas	37094	menores_notas	humano_menores_notas	1.5	1.5	2.0	0.0	3.0	1.5	3.5	2.5	3.0	2.5	3.5	3.0	16.5	11.0	5.5	5.5
37099_humano_menores_notas	37099	menores_notas	humano_menores_notas	2.5	2.0	2.0	1.5	3.0	2.0	3.5	2.0	3.5	1.5	3.0	1.5	17.5	10.5	7.0	7.0
37102_humano_maiores_notas	37102	maiores_notas	humano_maiores_notas	4.0	2.0	5.0	4.0	4.5	4.0	5.0	3.5	4.0	4.0	4.0	4.0	26.5	21.5	5.0	5.0
37126_humano_maiores_notas	37126	maiores_notas	humano_maiores_notas	4.0	3.0	0.0	4.0	4.0	3.5	4.0	2.5	3.0	4.0	3.0	4.0	18.0	21.0	-3.0	3.0
37158_humano_menores_notas	37158	menores_notas	humano_menores_notas	3.0	1.5	1.0	0.0	4.0	2.0	4.0	2.5	4.0	2.5	3.0	1.5	19.0	10.0	9.0	9.0
37193_humano_maiores_notas	37193	maiores_notas	humano_maiores_notas	4.5	3.0	3.0	4.0	4.5	4.0	5.0	4.5	5.0	4.0	4.0	4.0	26.0	23.5	2.5	2.5
37212_humano_menores_notas	37212	menores_notas	humano_menores_notas	2.0	2.0	0.0	0.0	3.0	2.0	3.0	2.5	3.0	2.0	3.0	0.0	14.0	8.5	5.5	5.5
37224_humano_menores_notas	37224	menores_notas	humano_menores_notas	2.5	1.0	0.0	0.0	3.0	1.0	3.5	1.0	2.0	1.0	2.0	0.0	13.0	4.0	9.0	9.0
37260_humano_menores_notas	37260	menores_notas	humano_menores_notas	2.0	1.5	0.0	0.0	3.0	2.0	3.0	3.0	3.0	2.5	3.0	2.0	14.0	11.0	3.0	3.0
37284_humano_maiores_notas	37284	maiores_notas	humano_maiores_notas	3.5	4.0	4.0	4.0	3.5	3.0	4.5	3.0	3.5	2.0	4.5	4.0	23.5	20.0	3.5	3.5
37293_humano_maiores_notas	37293	maiores_notas	humano_maiores_notas	4.0	3.5	2.0	4.5	4.0	3.5	4.0	4.5	4.0	4.5	3.0	4.0	21.0	24.5	-3.5	3.5
37321_humano_maiores_notas	37321	maiores_notas	humano_maiores_notas	4.0	3.5	3.0	4.0	4.5	3.5	4.5	4.5	3.0	4.5	3.0	4.0	22.0	24.0	-2.0	2.0
37345_humano_menores_notas	37345	menores_notas	humano_menores_notas	3.0	2.0	0.0	0.0	3.0	2.0	2.5	1.5	3.0	2.0	2.0	0.0	13.5	7.5	6.0	6.0
37362_humano_maiores_notas	37362	maiores_notas	humano_maiores_notas	4.5	4.0	2.0	2.5	4.0	3.5	4.0	3.0	4.0	3.5	5.0	4.5	23.5	21.0	2.5	2.5
37376_humano_maiores_notas	37376	maiores_notas	humano_maiores_notas	3.5	2.5	5.0	5.0	3.0	3.0	4.5	2.5	4.5	4.0	4.5	4.5	25.0	21.5	3.5	3.5
37377_humano_menores_notas	37377	menores_notas	humano_menores_notas	2.0	1.0	3.0	2.0	3.0	1.0	4.0	1.0	3.0	1.0	3.0	3.0	18.0	9.0	9.0	9.0
37386_humano_maiores_notas	37386	maiores_notas	humano_maiores_notas	3.0	3.5	0.0	4.0	3.0	4.0	3.0	3.0	3.0	3.5	2.0	2.0	14.0	20.0	-6.0	6.0
37416_humano_maiores_notas	37416	maiores_notas	humano_maiores_notas	4.5	4.0	4.0	0.5	4.5	4.0	4.0	4.0	5.0	4.0	4.0	3.0	26.0	19.5	6.5	6.5
37442_humano_menores_notas	37442	menores_notas	humano_menores_notas	2.0	1.0	2.0	3.0	3.0	1.0	3.0	2.5	3.0	1.5	3.0	1.0	16.0	10.0	6.0	6.0
37480_humano_maiores_notas	37480	maiores_notas	humano_maiores_notas	3.0	3.5	1.0	3.0	4.0	4.0	3.0	4.0	3.0	3.5	3.0	3.0	17.0	21.0	-4.0	4.0
37489_humano_menores_notas	37489	menores_notas	humano_menores_notas	4.0	2.0	3.0	0.5	4.0	2.0	4.0	1.5	5.0	2.0	4.0	2.0	24.0	10.0	14.0	14.0
37525_humano_maiores_notas	37525	maiores_notas	humano_maiores_notas	3.5	2.5	4.0	5.0	4.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	26.5	23.5	3.0	3.0
37602_humano_menores_notas	37602	menores_notas	humano_menores_notas	2.5	1.0	4.0	0.0	3.0	1.0	4.0	3.5	4.0	1.5	4.0	3.5	21.5	10.5	11.0	11.0
37605_humano_maiores_notas	37605	maiores_notas	humano_maiores_notas	3.5	1.5	5.0	5.0	4.0	2.5	4.5	4.5	5.0	5.0	4.0	5.0	26.0	23.5	2.5	2.5
37612_humano_maiores_notas	37612	maiores_notas	humano_maiores_notas	4.0	3.5	3.0	4.0	4.0	3.5	4.5	3.0	5.0	3.0	5.0	5.0	25.5	22.0	3.5	3.5
37655_humano_maiores_notas	37655	maiores_notas	humano_maiores_notas	4.5	4.5	4.0	0.5	4.0	4.5	5.0	4.0	5.0	4.0	4.0	3.0	26.5	20.5	6.0	6.0
37662_humano_maiores_notas	37662	maiores_notas	humano_maiores_notas	4.0	3.0	3.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	22.0	21.0	1.0	1.0
37664_humano_menores_notas	37664	menores_notas	humano_menores_notas	2.0	2.0	1.5	0.5	3.0	1.5	4.0	2.5	4.0	2.0	3.0	1.0	17.5	9.5	8.0	8.0
37677_humano_menores_notas	37677	menores_notas	humano_menores_notas	3.5	1.0	0.0	2.0	3.0	1.0	3.0	2.0	3.0	1.5	2.0	3.5	14.5	11.0	3.5	3.5
37681_humano_maiores_notas	37681	maiores_notas	humano_maiores_notas	4.0	4.0	4.5	4.5	4.5	4.5	4.0	4.0	4.0	4.0	5.0	5.0	26.0	26.0	0.0	0.0
37687_humano_maiores_notas	37687	maiores_notas	humano_maiores_notas	3.5	4.0	3.0	3.5	3.0	3.0	4.0	4.0	4.5	4.0	4.0	3.0	22.0	21.5	0.5	0.5
37694_humano_menores_notas	37694	menores_notas	humano_menores_notas	2.0	1.5	3.0	1.0	3.0	2.0	4.0	2.0	3.0	2.0	4.0	2.5	19.0	11.0	8.0	8.0
37734_humano_menores_notas	37734	menores_notas	humano_menores_notas	2.0	1.0	3.0	3.5	3.0	1.0	4.0	1.5	5.0	1.0	4.0	3.0	21.0	11.0	10.0	10.0
37753_humano_maiores_notas	37753	maiores_notas	humano_maiores_notas	3.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0	5.0	4.0	5.0	3.0	25.0	20.0	5.0	5.0
37754_humano_maiores_notas	37754	maiores_notas	humano_maiores_notas	2.5	3.0	4.0	3.0	2.5	3.0	3.5	2.5	4.0	4.0	4.0	4.0	20.5	19.5	1.0	1.0
37783_humano_maiores_notas	37783	maiores_notas	humano_maiores_notas	2.0	4.0	2.0	2.0	3.0	4.0	4.0	3.0	3.0	3.5	3.0	3.0	17.0	19.5	-2.5	2.5
37801_humano_maiores_notas	37801	maiores_notas	humano_maiores_notas	4.0	3.0	3.0	3.5	4.5	3.0	5.0	3.5	5.0	3.0	4.0	4.0	25.5	20.0	5.5	5.5
37817_humano_maiores_notas	37817	maiores_notas	humano_maiores_notas	4.5	4.0	3.0	0.0	4.5	4.0	4.5	4.0	4.0	4.0	4.0	4.0	24.5	20.0	4.5	4.5
37858_humano_menores_notas	37858	menores_notas	humano_menores_notas	2.0	2.0	2.0	0.0	3.0	2.0	4.0	2.0	3.0	2.5	3.0	2.0	17.0	10.5	6.5	6.5
